"customer_unique_id","anchor_date","offer_type","expected_value","offer_cost","ev_per_cost","cumulative_cost","is_selected"
da122df9eeddfedc1dc1f5349a1a690c,2017-04-17,free_shipping,166.76500000000004,91.815,1.8163154168708822,91.815,true
d77aa95864ae5b42160937615628723a,2017-09-05,free_shipping,22.95,25.05,0.9161676646706586,116.865,true
a1044dd75b74fbc485b040575a14acf0,2017-12-26,free_shipping,4.135000000000005,37.44,0.11044337606837622,154.305,true
"6a583f4c6790a4c8330beb7612e17f42",2018-05-17,free_shipping,1.2221221349518019,0.0,,154.305,true
