"customer_unique_id","anchor_date","offer_type","offer_cost","net_ev","ev_per_cost","cumulative_cost","cumulative_net_ev","is_selected"
"6a583f4c6790a4c8330beb7612e17f42",2018-05-17,free_shipping,0.0,1.2221221349518019,,154.305,195.07212213495183,true
da122df9eeddfedc1dc1f5349a1a690c,2017-04-17,free_shipping,91.815,166.76500000000004,1.8163154168708822,91.815,166.76500000000004,true
d77aa95864ae5b42160937615628723a,2017-09-05,free_shipping,25.05,22.95,0.9161676646706586,116.865,189.71500000000003,true
a1044dd75b74fbc485b040575a14acf0,2017-12-26,free_shipping,37.44,4.135000000000005,0.11044337606837622,154.305,193.85000000000002,true
