"scenario_id","decision_month","customer_unique_id","anchor_date","recommended_offer_type","final_policy_name","is_selected","net_ev_scn","incremental_profit_scn","expected_margin_value_scn","offer_cost_scn","expected_offer_cost_scn","p_offer_scn","priority_rank","cut_by_buffer_flag","missing_p_offer_flag","budget_amount","spend_expected_selected","spend_p95_selected","roi_expected","p95_overspend_flag_month","raw_overspend_flag_month"
BASE,2018-04-01 00:00:00.000 +0300,"19bedfc18c92d4e7eb6ba318a6c2033c",2018-04-16,free_shipping,p95_buffer,1,2.4899324324324326,4.965202702702703,244.95,28.18,2.4752702702702702,0.08783783783783784,1,0,0,52.90745832048408,7.7021115206115205,31.259067530666147,1.416980098189,0,1
BASE,2018-04-01 00:00:00.000 +0300,"038301b43811478e1a8dc0e476eaf52e",2018-04-24,free_shipping,p95_buffer,1,0.6113513513513515,1.5152027027027029,74.75,10.29,0.9038513513513513,0.08783783783783784,2,0,0,52.90745832048408,7.7021115206115205,31.259067530666147,1.416980098189,0,1
BASE,2018-04-01 00:00:00.000 +0300,d387ea85dc301a91740e31360d355686,2018-04-10,free_shipping,p95_buffer,1,0.1103434343434353,4.4333333333333345,199.5,35.08,4.322989898989899,0.12323232323232323,3,0,0,52.90745832048408,7.7021115206115205,31.259067530666147,1.416980098189,0,1
BASE,2018-05-01 00:00:00.000 +0300,d27295915d486516b99c3aed8628e83b,2018-05-07,free_shipping,p95_buffer,1,0.8203040540540538,4.007939189189189,197.725,36.29,3.1876351351351353,0.08783783783783784,1,0,0,51.80920640312676,10.735732596232596,36.264903019084635,1.1442678171412564,0,1
BASE,2018-05-01 00:00:00.000 +0300,"3a43af6775cec872d9a3c80707eb3336",2018-05-16,free_shipping,p95_buffer,1,0.5088888888888892,1.6611111111111114,74.75,9.35,1.1522222222222223,0.12323232323232323,2,0,0,51.80920640312676,10.735732596232596,36.264903019084635,1.1442678171412564,0,1
BASE,2018-05-01 00:00:00.000 +0300,"02e9109b7e0a985108b43e573b6afb23",2018-05-19,free_shipping,p95_buffer,1,0.13057432432432448,1.773141891891892,87.475,18.7,1.6425675675675675,0.08783783783783784,3,0,0,51.80920640312676,10.735732596232596,36.264903019084635,1.1442678171412564,0,1
BASE,2018-05-01 00:00:00.000 +0300,d132b863416f85f2abb1a988ca05dd12,2018-05-11,free_shipping,p95_buffer,1,0.07287162162162142,2.38125,117.475,26.28,2.3083783783783787,0.08783783783783784,4,0,0,51.80920640312676,10.735732596232596,36.264903019084635,1.1442678171412564,0,1
BASE,2018-05-01 00:00:00.000 +0300,ce8b665ad7a00dfee2a4fbd19dedb82a,2018-05-21,free_shipping,p95_buffer,1,0.01618181818181874,2.4611111111111117,110.75,19.84,2.444929292929293,0.12323232323232323,5,0,0,51.80920640312676,10.735732596232596,36.264903019084635,1.1442678171412564,0,1
BASE,2018-06-01 00:00:00.000 +0300,"68497ce04e9b12cb402671a29acdf6a2",2018-06-06,free_shipping,p95_buffer,1,0.6892736486486486,2.5083952702702703,123.7475,20.71,1.8191216216216217,0.08783783783783784,1,0,0,55.9327603145241,9.697475293475293,28.693715669121993,1.2315376496979946,0,1
BASE,2018-06-01 00:00:00.000 +0300,da8ac849037c7201a41a4db0b1fa963e,2018-06-11,free_shipping,p95_buffer,1,0.6264864864864863,1.7736486486486487,87.5,13.06,1.1471621621621624,0.08783783783783784,2,0,0,55.9327603145241,9.697475293475293,28.693715669121993,1.2315376496979946,0,1
BASE,2018-06-01 00:00:00.000 +0300,d9ad5b8ce105bd3baced4648987fbbfc,2018-06-04,free_shipping,p95_buffer,1,0.3857272727272729,1.6661111111111113,74.975,10.39,1.2803838383838384,0.12323232323232323,3,0,0,55.9327603145241,9.697475293475293,28.693715669121993,1.2315376496979946,0,1
BASE,2018-06-01 00:00:00.000 +0300,d0175fc564515a47e95bcfdf40e6bc07,2018-06-22,free_shipping,p95_buffer,1,0.2425675675675676,1.8192567567567568,89.75,17.95,1.5766891891891892,0.08783783783783784,4,0,0,55.9327603145241,9.697475293475293,28.693715669121993,1.2315376496979946,0,1
BASE,2018-06-01 00:00:00.000 +0300,"0ee57f62666561b72f2ceacad0230cbf",2018-06-27,free_shipping,p95_buffer,1,0.16340404040404066,1.3883333333333336,62.475,9.94,1.224929292929293,0.12323232323232323,5,0,0,55.9327603145241,9.697475293475293,28.693715669121993,1.2315376496979946,0,1
BASE,2018-06-01 00:00:00.000 +0300,"628bdd93abd27fbdd50f4e2e91ec64b3",2018-06-23,free_shipping,p95_buffer,1,0.12934121621621641,1.2668412162162164,62.4975,12.95,1.1375,0.08783783783783784,6,0,0,55.9327603145241,9.697475293475293,28.693715669121993,1.2315376496979946,0,1
BASE,2018-06-01 00:00:00.000 +0300,"4658b26bcea972ed0b86a5f8c61718be",2018-06-19,free_shipping,p95_buffer,1,0.008530405405405395,1.5202195945945947,74.9975,17.21,1.5116891891891893,0.08783783783783784,7,0,0,55.9327603145241,9.697475293475293,28.693715669121993,1.2315376496979946,0,1
