"scenario_id","decision_month","budget_amount","z_value_used","selected_customers","spend_expected_selected","spend_p95_selected","spend_raw_if_all_redeem_selected","incremental_profit_selected","net_ev_selected","budget_util_expected","budget_util_p95","roi_expected","p95_overspend_flag_month","raw_overspend_flag_month","missing_p_offer_rows","avg_p_offer_selected"
LIFT_125,2018-05-01 00:00:00.000 +0300,51.80920640312676,1.645,5,11.30974047911548,37.45607212621799,110.46000000000001,15.355691629129131,4.045951150013652,0.21829596058882927,0.7229617036549987,1.3577404059345914,0,1,0,0.10725839475839476
LIFT_125,2018-06-01 00:00:00.000 +0300,55.9327603145241,1.645,7,10.22535217035217,29.68680161002905,102.21000000000001,14.928507413663667,4.703155243311494,0.1828150821245442,0.5307587439470649,1.4599504413107676,0,1,0,0.10315754065754067
LIFT_125,2018-07-01 00:00:00.000 +0300,49.673009997903144,1.645,8,13.300270782145782,35.564890152042246,118.94999999999999,23.70753723894349,10.407266456797707,0.2677564895444675,0.7159801701878656,1.782485306296799,0,1,0,0.11818565724815724
LIFT_125,2018-08-01 00:00:00.000 +0300,58.72735155131334,1.645,3,4.2717905405405405,17.29929911086778,45.980000000000004,7.84326435810811,3.5714738175675684,0.07273936977743736,0.2945697133260372,1.8360601447269569,0,0,0,0.09290540540540541
MARGIN_20,2017-08-01 00:00:00.000 +0300,25.85163687930321,1.645,2,4.674477886977887,20.700328049591953,45.42,14.091651651651652,9.417173764673764,0.18081941614769734,0.8007356805388447,3.0145937134301204,0,1,0,0.10553508053508054
MARGIN_20,2017-09-01 00:00:00.000 +0300,22.150756975148397,1.645,1,1.8484848484848486,9.959248471430044,15.0,2.2199555555555563,0.37147070707070773,0.08345018865760297,0.4496121050221275,1.2009595628415304,0,0,0,0.12323232323232323
MARGIN_20,2018-01-01 00:00:00.000 +0300,32.754550760983165,1.645,2,2.884673082173082,12.635226100813869,27.259999999999998,4.816771771771773,1.9320986895986907,0.088069383189626,0.3857548281768774,1.6697808155588993,0,0,0,0.10553508053508054
MARGIN_20,2018-02-01 00:00:00.000 +0300,30.868106068321858,1.645,1,1.7875000000000003,11.263109634699962,20.35,3.2428378378378384,1.455337837837838,0.05790766676917725,0.3648785451809315,1.8141750141750141,0,0,0,0.08783783783783784
MARGIN_20,2018-03-01 00:00:00.000 +0300,47.577295809243694,1.645,2,4.136237100737101,18.91310466290758,36.79,7.272222222222223,3.1359851214851227,0.0869372046137494,0.397523741970072,1.7581734424572208,0,0,0,0.10553508053508054
MARGIN_20,2018-04-01 00:00:00.000 +0300,42.32596665638727,1.645,2,3.3791216216216213,17.348052152165412,38.47,5.184324324324325,1.805202702702703,0.07983566327153663,0.4098678310882115,1.5342224710563679,0,0,0,0.08783783783783784
MARGIN_20,2018-05-01 00:00:00.000 +0300,41.447365122501424,1.645,2,4.339857357357357,21.977749799796023,45.64,4.535240240240241,0.1953828828828834,0.10470767790740178,0.5302568627665185,1.045020577128336,0,1,0,0.10553508053508054
MARGIN_20,2018-06-01 00:00:00.000 +0300,44.746208251619294,1.645,3,4.246667622167623,16.956309309687033,44.160000000000004,4.758524024024025,0.511856401856402,0.0949056420219459,0.3789440484954032,1.1205313076974779,0,0,0,0.09963599963599963
MARGIN_20,2018-07-01 00:00:00.000 +0300,39.738407998322515,1.645,5,7.769862271362271,25.411054085896065,77.69,10.80288798798799,3.0330257166257186,0.1955252528407847,0.6394582814432009,1.3903577194417818,0,1,0,0.101995631995632
MARGIN_20,2018-08-01 00:00:00.000 +0300,46.98188124105076,1.645,3,4.038783783783784,16.741348952587376,45.980000000000004,5.01968918918919,0.9809054054054064,0.08596470973697128,0.35633628348537694,1.2428714825844014,0,0,0,0.08783783783783784
MARGIN_30,2017-08-01 00:00:00.000 +0300,38.777455318954814,1.645,3,5.906842751842752,23.213071594873515,59.45,22.65713963963964,16.75029688779689,0.15232672446547638,0.5986228700140293,3.8357445070924423,0,1,0,0.09963599963599963
MARGIN_30,2017-09-01 00:00:00.000 +0300,33.22613546272259,1.645,3,5.8518907998908,21.676980296903064,52.22,8.66274864864865,2.81085784875785,0.17612312471476602,0.6524075097816635,1.480333270882345,0,1,0,0.11143416143416145
MARGIN_30,2017-10-01 00:00:00.000 +0300,40.13688783017491,1.645,2,5.313310810810811,27.27240616346569,60.489999999999995,6.683108108108108,1.3697972972972972,0.1323797408830553,0.6794848240067655,1.2578048501341608,0,1,0,0.08783783783783784
MARGIN_30,2017-12-01 00:00:00.000 +0300,59.310290582879844,1.645,1,4.5078378378378385,28.404068130358823,51.32,5.837777027027028,1.3299391891891892,0.076004312127566,0.4789062378756541,1.295028179147431,0,0,0,0.08783783783783784
MARGIN_30,2018-01-01 00:00:00.000 +0300,49.131826141474725,1.645,3,5.2347134862134865,19.42625989946326,46.33,10.685157657657658,5.450444171444172,0.10654424834811083,0.39539055282670527,2.0412115554745927,0,0,0,0.11143416143416145
MARGIN_30,2018-02-01 00:00:00.000 +0300,46.3021591024828,1.645,1,1.7875000000000003,11.263109634699962,20.35,4.864256756756756,3.0767567567567555,0.03860511117945149,0.24325236345395426,2.7212625212625206,0,0,0,0.08783783783783784
MARGIN_30,2018-03-01 00:00:00.000 +0300,71.36594371386553,1.645,3,7.096372235872237,28.650682028223088,70.49000000000001,14.555765765765766,7.459393529893531,0.09943639594152102,0.40146154506265724,2.0511558979651907,0,0,0,0.09963599963599963
MARGIN_30,2018-04-01 00:00:00.000 +0300,63.4889499845809,1.645,3,7.7021115206115205,31.259067530666147,73.55,13.096486486486487,5.394374965874967,0.12131420542444121,0.4923544575592731,1.7003761178267998,0,1,0,0.09963599963599963
MARGIN_30,2018-05-01 00:00:00.000 +0300,62.17104768375209,1.645,5,10.735732596232596,36.264903019084635,110.46000000000001,14.741463963963966,4.005731367731368,0.17268058036986073,0.5833085394274637,1.3731213805695075,0,1,0,0.101995631995632
MARGIN_30,2018-06-01 00:00:00.000 +0300,67.11931237742895,1.645,7,9.697475293475293,28.693715669121993,102.21000000000001,14.331367117117118,4.633891823641823,0.1444811478243985,0.42750312321094613,1.4778451796375933,0,1,0,0.09795054795054794
MARGIN_30,2018-07-01 00:00:00.000 +0300,59.60761199748378,1.645,8,12.634863909363908,34.39956233617732,118.94999999999999,22.75923574938575,10.12437184002184,0.2119672888405136,0.577100158577556,1.8013043838579457,0,1,0,0.11229013104013104
MARGIN_30,2018-08-01 00:00:00.000 +0300,70.4728218615761,1.645,3,4.038783783783784,16.741348952587376,45.980000000000004,7.5295337837837835,3.4907500000000002,0.057309806491314216,0.2375575223235848,1.8643072238766016,0,0,0,0.08783783783783784
SHIP_120,2017-08-01 00:00:00.000 +0300,32.314546099129,1.645,2,5.609373464373465,24.840393659510344,54.504000000000005,17.614564564564567,12.005191100191102,0.17358663950178954,0.7687062533172914,3.1402017848230424,0,1,0,0.10553508053508054
SHIP_120,2017-09-01 00:00:00.000 +0300,27.688446218935482,1.645,1,2.2181818181818183,11.951098165716054,18.0,2.774944444444445,0.5567626262626266,0.08011218111129889,0.4316276208212427,1.250999544626594,0,0,0,0.12323232323232323
SHIP_120,2018-01-01 00:00:00.000 +0300,40.94318845122896,1.645,3,6.2816561834561835,23.311511879355912,55.596,8.90429804804805,2.6226418645918663,0.1534237176212795,0.5693623960704552,1.4175080246351341,0,1,0,0.11143416143416145
SHIP_120,2018-02-01 00:00:00.000 +0300,38.585132585402334,1.645,1,2.1450000000000005,13.515731561639956,24.42,4.053547297297297,1.9085472972972966,0.05559136009841015,0.3502834033736942,1.8897656397656393,0,0,0,0.08783783783783784
SHIP_120,2018-03-01 00:00:00.000 +0300,59.47161976155465,1.645,2,4.963484520884521,22.695725595489094,44.147999999999996,9.090277777777779,4.126793256893259,0.08345971642919937,0.38162279229126894,1.8314306692262718,0,0,0,0.10553508053508054
SHIP_120,2018-04-01 00:00:00.000 +0300,52.90745832048408,1.645,2,4.054945945945946,20.81766258259849,46.163999999999994,6.480405405405405,2.42545945945946,0.07664223674067518,0.3934731178446831,1.598148407350383,0,0,0,0.08783783783783784
SHIP_120,2018-05-01 00:00:00.000 +0300,51.80920640312676,1.645,2,5.207828828828829,26.373299759755227,54.767999999999994,5.6690503003003005,0.46122147147147197,0.10051937079110575,0.5090465882558579,1.08856310117535,0,1,0,0.10553508053508054
SHIP_120,2018-06-01 00:00:00.000 +0300,55.9327603145241,1.645,3,5.096001146601147,20.347571171624438,52.992000000000004,5.94815503003003,0.8521538834288833,0.09110941634106808,0.36378628655558715,1.1672201121848726,0,0,0,0.09963599963599963
SHIP_120,2018-07-01 00:00:00.000 +0300,49.673009997903144,1.645,6,11.417798361998361,34.4950985700169,110.22000000000001,15.614165540540544,4.1963671785421806,0.22985920044870128,0.6944434929848835,1.367528576481861,0,1,0,0.10553508053508054
SHIP_120,2018-08-01 00:00:00.000 +0300,58.72735155131334,1.645,3,4.84654054054054,20.08961874310485,55.175999999999995,6.274611486486487,1.4280709459459464,0.08252612134749257,0.34208283214596247,1.2946577943587514,0,0,0,0.08783783783783784
